24015KAKO AKO2019032919420242    0.098  N                               10   10   11   13                       
24015KAKO AKO2019032919430243    0.094  N                               11   11    8   14                       
24015KAKO AKO2019032919440244    0.095  N                               10   11    9   13                       
24015KAKO AKO2019032919450245    0.098  N                                7   11    8   13                       
24015KAKO AKO2019032919460246    0.099  N                                5   11    0   14                       
24015KAKO AKO2019032919470247    0.102  N                                6   12    8   14                       
24015KAKO AKO2019032919480248    0.107  N                               10   13    9   15                       
24015KAKO AKO2019032919490249    0.115  N                               10   13    7   15                       
24015KAKO AKO2019032919500250    0.116  N                                9   12   11   14                       
24015KAKO AKO2019032919510251    0.115  N                               10   12    8   14                       
24015KAKO AKO2019032919520252    0.116  N                                9   11   15   14                       
24015KAKO AKO2019032919530253    0.117  N                                9   10   14   13                       
24015KAKO AKO2019032919540254    0.119  N                                8   10   19   12                       
24015KAKO AKO2019032919550255    0.122  N                                6   10   15   12                       
24015KAKO AKO2019032919560256    0.117  N                                4   10    3   14                       
24015KAKO AKO2019032919570257    0.101  N                                6   11   11   16                       
24015KAKO AKO2019032919580258    0.082  N                                7   12    4   15                       
24015KAKO AKO2019032919590259    0.075  N                                6   11   19   13                       
24015KAKO AKO2019032920000300    0.073  N                                6   11  359   14                       
24015KAKO AKO2019032920010301    0.067  N                                2   12  358   15                       
24015KAKO AKO2019032920020302    0.063  N                                1   12    7   15                       
24015KAKO AKO2019032920030303    0.063  N                                4   12    7   16                       
24015KAKO AKO2019032920040304    0.065  N                                5   12    2   15                       
24015KAKO AKO2019032920050305    0.061  N                                7   12    8   16                       
24015KAKO AKO2019032920060306    0.069  N                                9   12   17   15                       
24015KAKO AKO2019032920070307    0.068  N                               10   12   18   16                       
24015KAKO AKO2019032920080308    0.072  N                               10   12    3   15                       
24015KAKO AKO2019032920090309    0.075  N                                7   13  359   19                       
24015KAKO AKO2019032920100310    0.076  N                                8   13   14   15                       
24015KAKO AKO2019032920110311    0.080  N                                8   13    6   17                       
24015KAKO AKO2019032920120312    0.080  N                                8   13    4   16                       
24015KAKO AKO2019032920130313    0.081  N                                9   12    6   15                       
24015KAKO AKO2019032920140314    0.080  N                               12   12   22   16                       
24015KAKO AKO2019032920150315    0.082  N                               11   11    4   14                       
24015KAKO AKO2019032920160316    0.082  N                               10   12   12   16                       
24015KAKO AKO2019032920170317    0.083  N                                9   13    8   17                       
24015KAKO AKO2019032920180318    0.086  N                                5   13   10   16                       
24015KAKO AKO2019032920190319    0.091  N                                4   12    7   16                       
24015KAKO AKO2019032920200320    0.097  N                                6   13    6   16                       
24015KAKO AKO2019032920210321    0.104  N                                8   13    6   16                       
24015KAKO AKO2019032920220322    0.109  N                                7   12    2   15                       
24015KAKO AKO2019032920230323    0.112  N                                9   11   14   13                       
24015KAKO AKO2019032920240324    0.113  N                                9   10    9   14                       
24015KAKO AKO2019032920250325    0.110  N                                8   10   12   14                       
24015KAKO AKO2019032920260326    0.111  N                                9   11   10   14                       
24015KAKO AKO2019032920270327    0.116  N                                8   11    5   14                       
24015KAKO AKO2019032920280328    0.115  N                                7   11    6   13                       
24015KAKO AKO2019032920290329    0.117  N                                9   11   10   13                       
24015KAKO AKO2019032920300330    0.133  N                               14   11   16   14                       
24015KAKO AKO2019032920310331    0.131  N                               17   12   12   15                       
24015KAKO AKO2019032920320332    0.127  N                               16   12   21   14                       
24015KAKO AKO2019032920330333    0.127  N                               12   11   15   13                       
24015KAKO AKO2019032920340334    0.128  N                                9   10   16   13                       
24015KAKO AKO2019032920350335    0.130  N                                6   10    4   14                       
24015KAKO AKO2019032920360336    0.121  N                                6   12   11   15                       
24015KAKO AKO2019032920370337    0.120  N                                7   12    8   15                       
24015KAKO AKO2019032920380338    0.120  N                                6   12    5   15                       
24015KAKO AKO2019032920390339    0.130  N                                8   12   14   16                       
24015KAKO AKO2019032920400340    0.131  N                                6   13    6   14                       
24015KAKO AKO2019032920410341    0.129  N                                5   13   18   16                       
24015KAKO AKO2019032920420342    0.140  N                               10   12   19   13                       
24015KAKO AKO2019032920430343    0.150  N                                8   10    4   13                       
24015KAKO AKO2019032920440344    0.152  N                                7   11    8   15                       
24015KAKO AKO2019032920450345    0.152  N                                8   13    0   15                       
24015KAKO AKO2019032920460346    0.155  N                                9   12   10   13                       
24015KAKO AKO2019032920470347    0.157  N                                9   11   15   15                       
24015KAKO AKO2019032920480348    0.154  N                                7   11    9   15                       
24015KAKO AKO2019032920490349    0.145  N                                6   13   10   17                       
24015KAKO AKO2019032920500350    0.145  N                                6   12    7   13                       
24015KAKO AKO2019032920510351    0.146  N                                2   10  355   15                       
24015KAKO AKO2019032920520352    0.153  N                                3   10    6   14                       
24015KAKO AKO2019032920530353    0.161  N                                7   10   15   12                       
24015KAKO AKO2019032920540354    0.168  N                                9   10   13   16                       
24015KAKO AKO2019032920550355    0.167  N                               10   11    3   15                       
24015KAKO AKO2019032920560356    0.176  N                                6   10    5   12                       
24015KAKO AKO2019032920570357    0.177  N                               10   11   30   17                       
24015KAKO AKO2019032920580358    0.160  N                               13   13   15   19                       
24015KAKO AKO2019032920590359    0.158  N                               11   14    3   18                       
24015KAKO AKO2019032921000400    0.162  N                                9   14    6   17                       
24015KAKO AKO2019032921010401    0.170  N                               11   14   16   18                       
24015KAKO AKO2019032921020402    0.168  N                               12   13   28   16                       
24015KAKO AKO2019032921030403    0.164  N                                9   12   10   16                       
24015KAKO AKO2019032921040404    0.152  N                                8   13    5   16                       
24015KAKO AKO2019032921050405    0.151  N                               10   13   14   17                       
24015KAKO AKO2019032921060406    0.145  N                                9   14    9   18                       
24015KAKO AKO2019032921070407    0.138  N                                8   16    9   20                       
24015KAKO AKO2019032921080408    0.134  N                                8   15   10   18                       
24015KAKO AKO2019032921090409    0.132  N                                9   15    4   18                       
24015KAKO AKO2019032921100410    0.131  N                               13   14   16   19                       
24015KAKO AKO2019032921110411    0.134  N                               15   13   16   16                       
24015KAKO AKO2019032921120412    0.132  N                               14   14   16   18                       
24015KAKO AKO2019032921130413    0.127  N                               14   15   10   18                       
24015KAKO AKO2019032921140414    0.122  N                               15   15   14   18                       
24015KAKO AKO2019032921150415    0.122  N                               16   14   13   15                       
24015KAKO AKO2019032921160416    0.126  N                               16   13   14   17                       
24015KAKO AKO2019032921170417    0.119  N                               16   13   17   17                       
24015KAKO AKO2019032921180418    0.119  N                               16   13   22   15                       
24015KAKO AKO2019032921190419    0.118  N                               20   13   21   20                       
24015KAKO AKO2019032921200420    0.115  N                               20   15   18   18                       
24015KAKO AKO2019032921210421    0.109  N                               16   15   19   17                       
24015KAKO AKO2019032921220422    0.106  N                               16   13   12   15                       
24015KAKO AKO2019032921230423    0.116  N                               17   13   22   19                       
24015KAKO AKO2019032921240424    0.103  N                               17   15   25   19                       
24015KAKO AKO2019032921250425    0.100  N                               19   16   21   19                       
24015KAKO AKO2019032921260426    0.109  N                               19   15   25   19                       
24015KAKO AKO2019032921270427    0.102  N                               16   15   17   19                       
24015KAKO AKO2019032921280428    0.106  N                               15   15   22   17                       
24015KAKO AKO2019032921290429    0.119  N                               16   14   15   19                       
24015KAKO AKO2019032921300430    0.114  N                               19   15   29   18                       
24015KAKO AKO2019032921310431    0.118  N                               19   15   21   18                       
24015KAKO AKO2019032921320432    0.141  N                               17   14    6   18                       
24015KAKO AKO2019032921330433    0.150  N                               18   14   25   19                       
24015KAKO AKO2019032921340434    0.139  N                               19   15   20   18                       
24015KAKO AKO2019032921350435    0.144  N                               18   15   21   17                       
24015KAKO AKO2019032921360436    0.150  N                               18   14   15   17                       
24015KAKO AKO2019032921370437    0.155  N                               18   15   23   18                       
24015KAKO AKO2019032921380438    0.152  N                               17   15   21   17                       
24015KAKO AKO2019032921390439    0.150  N                               16   13   10   16                       
24015KAKO AKO2019032921400440    0.156  N                               17   13   21   16                       
24015KAKO AKO2019032921410441    0.155  N                               16   14   14   18                       
24015KAKO AKO2019032921420442    0.133  N                               16   15   15   17                       
24015KAKO AKO2019032921430443    0.106  N                               15   14   11   17                       
24015KAKO AKO2019032921440444    0.090  N                               15   14   22   16                       
24015KAKO AKO2019032921450445    0.086  N                               13   14    6   18                       
