date(yyyymmdd),hour,minute,5-min dir,5-min speed
20190326, 8,10,221,  5.10
20190326, 8,15,211,  5.61
20190326, 8,20,221,  6.12
20190326, 8,25,220,  6.12
20190326, 8,30,210,  6.12
20190326, 8,35,213,  6.12
20190326, 8,40,220,  5.61
20190326, 8,45,212,  5.61
20190326, 8,50,207,  6.12
20190326, 8,55,204,  5.61
20190326, 8,60,200,  5.61
20190326, 9, 5,211,  5.10
20190326, 9,10,211,  5.10
20190326, 9,15,198,  5.10
20190326, 9,20,196,  5.10
20190326, 9,25,197,  4.59
20190326, 9,30,194,  5.10
20190326, 9,35,182,  5.61
20190326, 9,40,187,  5.10
20190326, 9,45,189,  5.61
20190326, 9,50,201,  4.59
20190326, 9,55,184,  4.59
20190326, 9,60,177,  5.10
20190326,10, 5,204,  5.10
20190326,10,10,188,  5.10
20190326,10,15,194,  6.12
20190326,10,20,179,  6.12
20190326,10,25,166,  5.61
20190326,10,30,188,  5.61
20190326,10,35,183,  5.61
20190326,10,40,187,  5.10
20190326,10,45,183,  5.61
20190326,10,50,192,  5.61
20190326,10,55,196,  5.10
20190326,10,60,201,  5.10
20190326,11, 5,207,  5.10
20190326,11,10,176,  5.10
20190326,11,15,198,  5.10
20190326,11,20,213,  5.61
20190326,11,25,199,  5.61
20190326,11,30,210,  5.10
20190326,11,35,197,  4.59
20190326,11,40,184,  5.10
20190326,11,45,186,  4.59
20190326,11,50,213,  5.10
20190326,11,55,202,  4.59
20190326,11,60,199,  4.08
20190326,12, 5,209,  4.59
20190326,12,10,213,  6.63
20190326,12,15,204,  6.12
20190326,12,20,186,  4.59
20190326,12,25,189,  5.61
20190326,12,30,163,  4.59
20190326,12,35,198,  5.61
20190326,12,40,174,  5.61
20190326,12,45,170,  5.10
20190326,12,50,204,  5.10
20190326,12,55,194,  5.10
20190326,12,60,174,  4.08
20190326,13, 5,162,  5.61
20190326,13,10,163,  6.12
20190326,13,15,191,  4.59
20190326,13,20,150,  6.12
20190326,13,25,196,  5.10
20190326,13,30,169,  5.61
20190326,13,35,177,  5.61
20190326,13,40,162,  6.12
20190326,13,45,167,  5.10
20190326,13,50,189,  4.59
20190326,13,55,163,  5.61
20190326,13,60,170,  5.61
20190326,14, 5,164,  5.61
20190326,14,10,171,  6.63
20190326,14,15,147,  5.10
20190326,14,20,193,  3.57
20190326,14,25,184,  6.12
20190326,14,30,182,  3.57
20190326,14,35,178,  5.10
20190326,14,40,171,  4.08
20190326,14,45,180,  6.12
20190326,14,50,140,  6.12
20190326,14,55,164,  6.63
20190326,14,60,166,  5.61
20190326,15, 5,168,  6.63
20190326,15,10,179,  5.10
20190326,15,15,191,  6.12
20190326,15,20,148,  6.12
20190326,15,25,168,  5.10
20190326,15,30,183,  5.61
20190326,15,35,170,  5.61
20190326,15,40,180,  5.61
20190326,15,45,173,  5.61
20190326,15,50,161,  7.65
20190326,15,55,162,  6.63
20190326,15,60,173,  5.61
20190326,16, 5,170,  6.12
20190326,16,10,147,  5.61
20190326,16,15,157,  6.63
20190326,16,20,171,  5.61
20190326,16,25,158,  6.12
20190326,16,30,157,  5.61
20190326,16,35,151,  5.10
20190326,16,40,150,  7.14
20190326,16,45,157,  7.14
20190326,16,50,182,  6.12
20190326,16,55,173,  6.63
20190326,16,60,158,  6.12
20190326,17, 5,173,  6.12
20190326,17,10,157,  6.12
20190326,17,15,173,  6.63
20190326,17,20,156,  7.14
20190326,17,25,174,  6.63
20190326,17,30,162,  7.65
20190326,17,35,170,  6.63
20190326,17,40,157,  7.65
20190326,17,45,164,  7.65
20190326,17,50,157,  6.63
20190326,17,55,162,  6.63
20190326,17,60,174,  6.12
20190326,18, 5,166,  6.12
20190326,18,10,174,  6.12
20190326,18,15,160,  5.10
20190326,18,20,159,  6.12
20190326,18,25,163,  5.61
20190326,18,30,156,  5.61
20190326,18,35,152,  4.59
20190326,18,40,147,  4.08
20190326,18,45,148,  4.59
20190326,18,50,149,  4.08
20190326,18,55,164,  4.59
20190326,18,60,159,  5.10
20190326,19, 5,149,  4.59
20190326,19,10,152,  5.61
20190326,19,15,153,  5.10
20190326,19,20,153,  5.61
20190326,19,25,148,  5.61
20190326,19,30,147,  5.10
20190326,19,35,154,  5.61
20190326,19,40,154,  5.61
20190326,19,45,151,  5.10
20190326,19,50,149,  4.59
20190326,19,55,151,  4.59
20190326,19,60,147,  4.59
20190326,20, 5,151,  4.59
20190326,20,10,150,  5.10
20190326,20,15,150,  4.59
20190326,20,20,147,  5.10
20190326,20,25,147,  4.59
20190326,20,30,160,  5.10
20190326,20,35,146,  5.61
20190326,20,40,164,  5.61
20190326,20,45,164,  6.12
20190326,20,50,150,  5.61
20190326,20,55,153,  5.61
20190326,20,60,152,  6.12
20190326,21, 5,153,  6.63
20190326,21,10,150,  7.14
20190326,21,15,147,  7.14
20190326,21,20,141,  6.63
20190326,21,25,143,  6.63
20190326,21,30,146,  6.63
20190326,21,35,154,  6.63
20190326,21,40,152,  6.12
20190326,21,45,152,  6.12
20190326,21,50,146,  6.63
20190326,21,55,152,  6.12
20190326,21,60,148,  6.12
20190326,22, 5,147,  6.12
20190326,22,10,148,  6.12
20190326,22,15,162,  5.61
20190326,22,20,164,  5.10
20190326,22,25,162,  5.61
20190326,22,30,159,  6.12
20190326,22,35,156,  5.61
20190326,22,40,161,  5.61
20190326,22,45,146,  5.61
20190326,22,50,147,  5.10
20190326,22,55,143,  5.10
20190326,22,60,153,  5.10
20190326,23, 5,144,  5.10
20190326,23,10,151,  5.10
20190326,23,15,142,  5.10
20190326,23,20,153,  4.59
20190326,23,25,151,  4.08
20190326,23,30,158,  4.59
20190326,23,35,164,  4.08
20190326,23,40,160,  4.08
20190326,23,45,164,  4.08
20190326,23,50,163,  3.57
20190326,23,55,163,  3.57
20190326,23,60,156,  3.57
20190326,24, 5,159,  3.06
20190326,24,10,164,  3.57
20190326,24,15,161,  3.06
20190326,24,20,168,  2.55
20190326,24,25,187,  3.06
20190326,24,30,206,  3.06
20190326,24,35,234,  3.57
20190326,24,40,229,  3.57
20190326,24,45,237,  4.08
20190326,24,50,232,  4.08
20190326,24,55,227,  4.08
20190326,24,60,236,  4.59
20190327, 1, 5,240,  5.61
20190327, 1,10,244,  5.61
20190327, 1,15,242,  6.12
20190327, 1,20,254,  6.12
20190327, 1,25,238,  6.12
20190327, 1,30,238,  6.63
20190327, 1,35,243,  6.12
20190327, 1,40,247,  6.12
20190327, 1,45,254,  6.12
20190327, 1,50,246,  6.63
20190327, 1,55,246,  6.63
20190327, 1,60,258,  6.12
20190327, 2, 5,252,  6.63
20190327, 2,10,262,  6.12
20190327, 2,15,259,  6.63
20190327, 2,20,258,  6.63
20190327, 2,25,248,  6.63
20190327, 2,30,251,  6.63
20190327, 2,35,246,  6.63
20190327, 2,40,247,  6.63
20190327, 2,45,248,  6.63
20190327, 2,50,247,  6.63
20190327, 2,55,237,  6.63
20190327, 2,60,253,  6.12
20190327, 3, 5,246,  6.12
20190327, 3,10,250,  6.12
20190327, 3,15,252,  5.61
20190327, 3,20,262,  6.12
20190327, 3,25,261,  6.12
20190327, 3,30,263,  6.12
20190327, 3,35,258,  6.63
20190327, 3,40,264,  6.12
20190327, 3,45,261,  6.12
20190327, 3,50,268,  6.12
20190327, 3,55,264,  6.63
20190327, 3,60,271,  6.63
20190327, 4, 5,268,  6.12
20190327, 4,10,258,  6.63
20190327, 4,15,269,  6.63
20190327, 4,20,266,  6.12
20190327, 4,25,271,  5.61
20190327, 4,30,277,  5.61
20190327, 4,35,279,  5.61
20190327, 4,40,274,  5.10
20190327, 4,45,274,  5.10
20190327, 4,50,279,  4.59
20190327, 4,55,276,  5.10
20190327, 4,60,276,  5.10
20190327, 5, 5,280,  5.10
20190327, 5,10,268,  5.10
20190327, 5,15,274,  5.10
20190327, 5,20,270,  5.10
20190327, 5,25,268,  5.10
20190327, 5,30,271,  5.10
20190327, 5,35,278,  4.59
20190327, 5,40,272,  5.10
20190327, 5,45,272,  4.59
20190327, 5,50,283,  4.59
20190327, 5,55,274,  5.61
20190327, 5,60,272,  5.61
20190327, 6, 5,283,  5.61
20190327, 6,10,286,  5.10
20190327, 6,15,281,  5.61
20190327, 6,20,273,  5.61
20190327, 6,25,267,  5.61
20190327, 6,30,274,  5.61
20190327, 6,35,279,  5.61
20190327, 6,40,291,  5.61
20190327, 6,45,296,  5.61
20190327, 6,50,314,  3.57
20190327, 6,55,287,  4.08
20190327, 6,60,278,  4.08
20190327, 7, 5,266,  3.57
20190327, 7,10,273,  3.06
20190327, 7,15,256,  3.06
20190327, 7,20,258,  3.06
20190327, 7,25,250,  2.55
20190327, 7,30,237,  2.55
20190327, 7,35,252,  3.06
20190327, 7,40,260,  3.06
20190327, 7,45,259,  3.57
20190327, 7,50,266,  4.08
20190327, 7,55,273,  3.57
20190327, 7,60,264,  3.06
20190327, 8, 5,249,  2.55
20190327, 8,10,261,  2.55
20190327, 8,15,261,  2.04
20190327, 8,20,291,  2.04
20190327, 8,25,300,  2.04
20190327, 8,30,290,  3.06
20190327, 8,35,283,  3.06
20190327, 8,40,290,  3.06
20190327, 8,45,282,  3.06
20190327, 8,50,267,  3.06
20190327, 8,55,284,  2.04
20190327, 8,60,300,  2.04
20190327, 9, 5,321,  2.55
20190327, 9,10,301,  2.55
20190327, 9,15,308,  2.55
20190327, 9,25,297,  3.06
20190327, 9,30,324,  4.08
20190327, 9,35,342,  4.08
20190327, 9,40,337,  3.57
20190327, 9,45,339,  3.57
20190327, 9,50,341,  4.08
20190327, 9,55,344,  3.06
20190327, 9,60,347,  5.10
20190327,10, 5,354,  5.10
20190327,10,10,348,  6.12
20190327,10,15,344,  5.10
20190327,10,20,349,  6.63
20190327,10,25,336,  5.61
20190327,10,30,348,  4.59
20190327,10,35,353,  5.61
20190327,10,40,337,  6.63
20190327,10,45,343,  5.61
20190327,10,50,  2,  5.61
20190327,10,55,346,  6.12
20190327,10,60,  1,  5.10
20190327,11, 5,347,  4.59
20190327,11,10,336,  5.10
20190327,11,15,348,  5.10
20190327,11,20,353,  4.59
20190327,11,25,359,  5.10
20190327,11,30,340,  5.61
20190327,11,35,357,  5.10
20190327,11,40, 24,  5.10
20190327,11,45, 16,  4.59
20190327,11,50, 13,  4.59
20190327,11,55, 12,  4.59
20190327,11,60,  9,  3.57
20190327,12, 5,359,  4.59
20190327,12,10, 13,  5.10
20190327,12,15, 14,  3.57
20190327,12,20,  6,  3.06
20190327,12,25,359,  5.10
20190327,12,30,  3,  4.59
20190327,12,35,  8,  3.57
20190327,12,40,  4,  3.06
20190327,12,45, 40,  4.59
20190327,12,50,  4,  3.57
20190327,12,55,  4,  3.57
20190327,12,60, 14,  3.06
20190327,13, 5, 42,  2.55
20190327,13,15, 41,  3.06
20190327,13,25, 46,  3.06
20190327,13,30,  9,  3.57
20190327,13,35,307,  2.04
20190327,13,40, 42,  2.04
20190327,13,45, 17,  2.04
20190327,13,55, 73,  3.06
20190327,14, 5, 74,  3.06
20190327,14,20, 23,  1.53
20190327,14,25,114,  2.04
20190327,14,30, 62,  3.57
20190327,14,35, 68,  3.57
20190327,14,50,120,  3.06
20190327,14,55, 84,  3.06
20190327,14,60,106,  2.55
20190327,15,10, 99,  4.08
20190327,15,25,128,  5.61
20190327,15,30,153,  3.06
20190327,15,35,120,  4.08
20190327,15,40,100,  5.10
20190327,15,45,113,  3.57
20190327,15,50,111,  4.59
20190327,15,55,132,  5.10
20190327,15,60,133,  5.10
20190327,16, 5,120,  4.08
20190327,16,10, 97,  5.10
20190327,16,15, 87,  5.61
20190327,16,20, 91,  4.08
20190327,16,25, 98,  3.57
20190327,16,30, 97,  5.61
20190327,16,35, 91,  6.63
20190327,16,40, 80,  4.08
20190327,16,45,107,  5.10
20190327,16,50,132,  5.10
20190327,16,55,113,  6.12
20190327,16,60,128,  6.12
20190327,17, 5,103,  5.61
20190327,17,10,107,  5.10
20190327,17,15,113,  5.10
20190327,17,20, 96,  5.61
20190327,17,25,124,  5.61
20190327,17,30,112,  5.61
20190327,17,35,100,  6.63
20190327,17,40, 97,  6.12
20190327,17,45,124,  6.63
20190327,17,50,107,  7.14
20190327,17,55,102,  5.10
20190327,17,60, 94,  5.10
20190327,18, 5, 96,  5.10
20190327,18,10,104,  5.10
20190327,18,15,100,  5.10
20190327,18,20, 99,  4.59
20190327,18,25,103,  4.08
20190327,18,30, 96,  4.59
20190327,18,35,102,  5.10
20190327,18,40, 97,  4.59
20190327,18,45, 98,  4.59
20190327,18,50, 99,  4.59
20190327,18,55,104,  4.59
20190327,18,60, 99,  4.59
20190327,19, 5, 99,  4.59
20190327,19,10,102,  5.61
20190327,19,15, 93,  4.59
20190327,19,20, 93,  4.59
20190327,19,25, 88,  4.08
20190327,19,30, 77,  3.57
20190327,19,35, 84,  4.08
20190327,19,40, 84,  4.08
20190327,19,45, 81,  5.10
20190327,19,50, 79,  4.59
20190327,19,55, 91,  4.59
20190327,19,60, 87,  5.10
20190327,20, 5,101,  3.57
20190327,20,10, 90,  5.61
20190327,20,15, 80,  6.63
20190327,20,20, 87,  6.12
20190327,20,25, 77,  5.10
20190327,20,30, 90,  4.59
20190327,20,35, 86,  4.59
20190327,20,40, 94,  4.59
20190327,20,45, 94,  5.61
20190327,20,50, 90,  5.10
20190327,20,55, 93,  5.61
20190327,20,60,102,  4.59
20190327,21, 5,103,  5.61
20190327,21,10,100,  5.10
20190327,21,15, 97,  5.10
20190327,21,20,101,  4.59
20190327,21,25,103,  4.08
20190327,21,30, 86,  4.08
20190327,21,35, 94,  4.08
20190327,21,40, 92,  4.08
20190327,21,45,102,  4.59
20190327,21,50, 86,  4.59
20190327,21,55, 92,  4.59
20190327,21,60, 88,  4.59
20190327,22, 5, 97,  4.08
20190327,22,10, 98,  4.08
20190327,22,15,102,  4.08
20190327,22,20,104,  4.59
20190327,22,25,112,  4.59
20190327,22,30,119,  4.08
20190327,22,35,116,  4.08
20190327,22,40,111,  5.61
20190327,22,45,106,  5.61
20190327,22,50,127,  5.10
20190327,22,55,123,  6.12
20190327,22,60,133,  5.61
20190327,23, 5,134,  5.61
20190327,23,10,121,  5.61
20190327,23,15,122,  5.10
20190327,23,20,133,  4.08
20190327,23,25,131,  4.08
20190327,23,30,128,  5.61
20190327,23,35,134,  6.63
20190327,23,40,130,  6.63
20190327,23,45,134,  6.63
20190327,23,50,133,  6.63
20190327,23,55,133,  6.12
20190327,23,60,126,  5.61
20190327,24, 5,129,  5.61
20190327,24,10,134,  5.61
20190327,24,15,131,  5.61
20190327,24,20,128,  5.10
20190327,24,25,127,  5.10
20190327,24,30,116,  4.59
20190327,24,35,104,  3.57
20190327,24,40, 89,  4.08
20190327,24,45, 87,  4.08
20190327,24,50, 92,  4.08
20190327,24,55, 87,  4.59
20190327,24,60, 86,  4.59
20190328, 1, 5, 80,  4.59
20190328, 1,10, 84,  5.61
20190328, 1,15, 92,  6.12
20190328, 1,20, 94,  6.63
20190328, 1,25, 98,  6.63
20190328, 1,30, 88,  7.14
20190328, 1,35,103,  5.61
20190328, 1,40, 97,  5.10
20190328, 1,45,104,  4.08
20190328, 1,50, 86,  5.10
20190328, 1,55, 66,  4.08
20190328, 1,60, 38,  4.08
20190328, 2, 5, 22,  5.10
20190328, 2,10, 12,  6.63
20190328, 2,15, 29,  6.12
20190328, 2,20, 48,  5.61
20190328, 2,25, 58,  6.12
20190328, 2,30, 61,  6.12
20190328, 2,35, 66,  6.63
20190328, 2,40, 77,  6.63
20190328, 2,45, 88,  6.12
20190328, 2,50, 77,  6.63
20190328, 2,55, 77,  5.61
20190328, 2,60, 83,  6.12
20190328, 3, 5, 76,  5.61
20190328, 3,10, 80,  6.12
20190328, 3,15, 92,  4.59
20190328, 3,20, 82,  5.61
20190328, 3,25, 91,  5.61
20190328, 3,30, 93,  5.61
20190328, 3,35, 98,  4.59
20190328, 3,40,104,  4.08
20190328, 3,45,101,  4.59
20190328, 3,50, 88,  4.59
20190328, 3,55, 94,  4.08
20190328, 3,60,101,  4.08
20190328, 4, 5, 78,  3.57
20190328, 4,10, 98,  4.08
20190328, 4,15, 99,  4.08
20190328, 4,20, 86,  3.57
20190328, 4,25, 81,  3.57
20190328, 4,30, 87,  3.57
20190328, 4,35, 59,  2.55
20190328, 4,40, 84,  2.04
20190328, 4,45, 44,  1.53
20190328, 4,55, 46,  1.53
20190328, 4,60, 56,  2.55
20190328, 5, 5, 60,  1.53
20190328, 5,10, 68,  2.55
20190328, 5,15, 54,  3.06
20190328, 5,20, 40,  3.06
20190328, 5,25, 38,  2.55
20190328, 5,30, 41,  2.55
20190328, 5,35, 18,  2.55
20190328, 5,40,  2,  2.55
20190328, 5,45,  2,  2.04
20190328, 5,50,353,  2.04
20190328, 5,55, 14,  2.04
20190328, 5,60,  2,  2.04
20190328, 6, 5,  3,  2.55
20190328, 6,10,  6,  2.04
20190328, 6,15,  1,  2.55
20190328, 6,20, 13,  2.04
20190328, 6,25,347,  3.06
20190328, 6,30,354,  2.55
20190328, 6,35,339,  2.55
20190328, 6,40,351,  3.06
20190328, 6,45,346,  2.04
20190328, 6,50,344,  2.55
20190328, 6,55,347,  4.08
20190328, 6,60,348,  2.55
20190328, 7, 5,356,  2.04
20190328, 7,10,  3,  3.06
20190328, 7,15,356,  2.55
20190328, 7,20, 18,  2.55
20190328, 7,25, 20,  3.57
20190328, 7,30,  7,  3.06
20190328, 7,35, 12,  3.06
20190328, 7,40, 30,  3.06
20190328, 7,45, 19,  3.57
20190328, 7,50, 26,  4.08
20190328, 7,55, 23,  3.57
20190328, 7,60, 34,  5.10
20190328, 8, 5, 29,  4.08
20190328, 8,10, 31,  5.10
20190328, 8,15, 31,  4.59
20190328, 8,20, 41,  3.57
20190328, 8,25, 40,  4.08
20190328, 8,30, 40,  5.10
20190328, 8,35, 53,  5.10
20190328, 8,40, 40,  4.59
20190328, 8,45, 42,  5.10
20190328, 8,50, 47,  4.08
20190328, 8,55, 54,  4.59
20190328, 8,60, 70,  4.08
20190328, 9, 5, 71,  4.08
20190328, 9,10, 51,  3.57
20190328, 9,15, 38,  4.59
20190328, 9,20, 36,  3.57
20190328, 9,25, 47,  4.59
20190328, 9,30, 64,  3.57
20190328, 9,35, 72,  3.57
20190328, 9,40, 37,  3.57
20190328, 9,45, 69,  3.06
20190328, 9,50, 71,  2.55
20190328, 9,55, 64,  3.06
20190328, 9,60, 47,  3.06
20190328,10, 5, 64,  3.57
20190328,10,10, 68,  3.57
20190328,10,15, 84,  3.06
20190328,10,20, 49,  4.08
20190328,10,25, 46,  3.57
20190328,10,30, 48,  3.57
20190328,10,35, 63,  3.57
20190328,10,40, 57,  3.06
20190328,10,45, 43,  3.57
20190328,10,50, 52,  4.59
20190328,10,55, 56,  3.57
20190328,10,60, 61,  3.57
20190328,11, 5, 37,  3.57
20190328,11,10, 36,  4.59
20190328,11,15, 48,  5.10
20190328,11,20, 53,  4.59
20190328,11,25, 59,  5.61
20190328,11,30, 50,  4.59
20190328,11,35, 67,  5.61
20190328,11,40, 34,  5.10
20190328,11,45, 46,  4.59
20190328,11,50, 43,  4.59
20190328,11,55, 62,  6.12
20190328,11,60, 69,  7.14
20190328,12, 5, 49,  6.12
20190328,12,10, 63,  6.12
20190328,12,15, 84,  5.61
20190328,12,20, 56,  5.10
20190328,12,25, 39,  6.63
20190328,12,30, 63,  4.59
20190328,12,35, 38,  6.12
20190328,12,40, 54,  6.63
20190328,12,45, 50,  7.14
20190328,12,50, 64,  5.61
20190328,12,55, 54,  6.12
20190328,12,60, 74,  6.12
20190328,13, 5, 52,  5.10
20190328,13,10, 73,  5.10
20190328,13,15, 51,  6.63
20190328,13,20, 50,  5.61
20190328,13,25, 46,  6.12
20190328,13,30, 49,  6.12
20190328,13,35, 37,  7.14
20190328,13,40, 62,  7.14
20190328,13,45, 47,  7.14
20190328,13,50, 59,  6.63
20190328,13,55, 73,  7.14
20190328,13,60, 60,  7.14
20190328,14, 5, 64,  7.14
20190328,14,10, 71,  7.14
20190328,14,15, 57,  6.63
20190328,14,20, 63,  6.63
20190328,14,25, 74,  7.14
20190328,14,30, 62,  6.63
20190328,14,35, 58,  7.14
20190328,14,40, 61,  6.63
20190328,14,45, 70,  7.65
20190328,14,50, 70,  7.65
20190328,14,55, 84,  8.16
20190328,14,60, 56,  7.65
20190328,15, 5, 58,  8.16
20190328,15,10, 69,  8.16
20190328,15,15, 61,  7.65
20190328,15,20, 68,  8.16
20190328,15,25, 58,  7.65
20190328,15,30, 73,  7.65
20190328,15,35, 70,  6.12
20190328,15,40, 70,  7.14
20190328,15,45, 83,  7.14
20190328,15,50, 71,  6.63
20190328,15,55, 62,  7.14
20190328,15,60, 63,  8.16
20190328,16, 5, 60,  7.65
20190328,16,10, 67,  7.65
20190328,16,15, 77,  8.16
20190328,16,20, 71,  8.67
20190328,16,25, 78,  8.16
20190328,16,30, 67,  6.63
20190328,16,35, 71,  9.69
20190328,16,40, 70,  8.67
20190328,16,45, 57,  7.14
20190328,16,50, 82,  7.65
20190328,16,55, 83,  8.67
20190328,16,60, 68,  8.16
20190328,17, 5, 73,  8.67
20190328,17,10, 67,  9.18
20190328,17,15, 73,  8.67
20190328,17,20, 56,  8.16
20190328,17,25, 74,  8.67
20190328,17,30, 72,  9.18
20190328,17,35, 70,  8.16
20190328,17,40, 67,  6.12
20190328,17,45, 74,  8.16
20190328,17,50, 67,  8.16
20190328,17,55, 82,  6.63
20190328,17,60, 84,  7.65
20190328,18, 5, 86,  7.14
20190328,18,10, 84,  7.14
20190328,18,15, 80,  6.63
20190328,18,20, 59,  5.61
20190328,18,25, 73,  6.12
20190328,18,30, 66,  5.61
20190328,18,35, 82,  6.63
20190328,18,40, 67,  5.61
20190328,18,45, 58,  6.12
20190328,18,50, 69,  7.14
20190328,18,55, 74,  5.61
20190328,18,60, 59,  5.61
20190328,19, 5, 59,  6.63
20190328,19,10, 62,  6.12
20190328,19,15, 63,  5.10
20190328,19,20, 73,  4.59
20190328,19,25, 58,  6.12
20190328,19,30, 67,  4.59
20190328,19,35, 74,  4.59
20190328,19,40, 64,  5.10
20190328,19,45, 61,  4.59
20190328,19,50, 69,  5.61
20190328,19,55, 71,  5.10
20190328,19,60, 67,  6.12
20190328,20, 5, 71,  6.12
20190328,20,10, 70,  5.10
20190328,20,15, 70,  4.08
20190328,20,20, 67,  4.08
20190328,20,25, 67,  3.57
20190328,20,30, 60,  3.57
20190328,20,35, 66,  5.10
20190328,20,40, 84,  5.10
20190328,20,45, 74,  4.08
20190328,20,50, 60,  4.59
20190328,20,55, 73,  4.59
20190328,20,60, 62,  4.08
20190328,21, 5, 63,  3.06
20190328,21,10, 60,  3.57
20190328,21,15, 67,  3.06
20190328,21,20, 61,  3.06
20190328,21,25, 63,  4.08
20190328,21,30, 56,  4.08
20190328,21,35, 64,  4.59
20190328,21,40, 62,  4.59
20190328,21,45, 82,  3.57
20190328,21,50, 76,  3.57
20190328,21,55, 82,  4.08
20190328,21,60, 88,  3.57
20190328,22, 5, 77,  4.08
20190328,22,10, 78,  4.08
20190328,22,15, 82,  4.08
20190328,22,20, 84,  4.08
20190328,22,25, 92,  3.06
20190328,22,30, 89,  3.06
20190328,22,35,106,  3.06
20190328,22,40,101,  2.55
20190328,22,45, 96,  3.57
20190328,22,50, 87,  3.06
20190328,22,55,103,  3.06
20190328,22,60, 73,  4.08
20190328,23, 5, 74,  4.08
20190328,23,10, 91,  3.57
20190328,23,15,122,  3.06
20190328,23,20,133,  3.06
20190328,23,25,121,  2.55
20190328,23,30,118,  3.06
20190328,23,35,124,  2.55
20190328,23,40,120,  2.55
20190328,23,45,124,  2.55
20190328,23,50,113,  3.57
20190328,23,55,123,  4.59
20190328,23,60,116,  4.59
20190328,24, 5, 99,  3.57
20190328,24,10, 94,  4.59
20190328,24,15, 91,  4.59
20190328,24,20, 98,  3.57
20190328,24,25, 97,  4.08
20190328,24,30, 96,  4.59
20190328,24,35, 94,  4.59
20190328,24,40, 89,  5.10
20190328,24,45, 77,  6.12
20190328,24,50, 82,  6.12
20190328,24,55, 87,  6.12
20190328,24,60, 86,  7.14
20190329, 1, 5, 90,  7.14
20190329, 1,10, 94,  7.14
20190329, 1,15, 92,  6.63
20190329, 1,20,114,  6.63
20190329, 1,25,108,  7.65
20190329, 1,30,118,  6.63
20190329, 1,35,113,  7.65
20190329, 1,40,117,  8.16
20190329, 1,45,114,  8.16
20190329, 1,50,106,  7.65
20190329, 1,55,106,  8.67
20190329, 1,60,108,  8.67
20190329, 2, 5,112,  7.14
20190329, 2,10,122,  8.16
20190329, 2,15,119,  8.16
20190329, 2,20,118,  8.67
20190329, 2,25,118,  7.65
20190329, 2,30,121,  8.67
20190329, 2,35,116,  8.67
20190329, 2,40,117,  8.16
20190329, 2,45,108,  7.65
20190329, 2,50,117,  6.63
20190329, 2,55,117,  7.14
20190329, 2,60,123,  7.14
20190329, 3, 5,126,  6.12
20190329, 3,10,130,  6.12
20190329, 3,15,132,  6.12
20190329, 3,20,132,  5.61
20190329, 3,25,131,  5.10
20190329, 3,30,123,  4.59
20190329, 3,35,118,  6.63
20190329, 3,40,124,  6.63
20190329, 3,45,111,  5.10
20190329, 3,50,108,  6.12
20190329, 3,55,114,  5.10
20190329, 3,60,111,  6.63
20190329, 4, 5,108,  6.12
20190329, 4,10,108,  5.61
20190329, 4,15,109,  3.57
20190329, 4,20,106,  4.08
20190329, 4,25,121,  3.57
20190329, 4,30,107,  4.59
20190329, 4,35,109,  4.59
20190329, 4,40,114,  5.61
20190329, 4,45,114,  7.14
20190329, 4,50,109,  7.65
20190329, 4,55,106,  7.14
20190329, 4,60,106,  7.14
20190329, 5, 5,110,  6.63
20190329, 5,10,118,  6.63
20190329, 5,15,124,  6.63
20190329, 5,20,110,  6.63
20190329, 5,25,108,  5.61
20190329, 5,30,111,  6.12
20190329, 5,35,108,  5.61
20190329, 5,40,112,  5.61
20190329, 5,45,102,  5.10
20190329, 5,50,103,  5.10
20190329, 5,55,114,  4.59
20190329, 5,60,102,  4.59
20190329, 6, 5,113,  4.08
20190329, 6,10, 96,  5.10
20190329, 6,15,101,  4.59
20190329, 6,20, 93,  5.61
20190329, 6,25, 97,  5.61
20190329, 6,30,114,  4.59
20190329, 6,35,109,  4.59
20190329, 6,40,111,  5.10
20190329, 6,45, 96,  6.63
20190329, 6,50,104,  6.12
20190329, 6,55,107,  6.63
20190329, 6,60,108,  6.12
20190329, 7, 5, 96,  5.61
20190329, 7,10,103,  5.10
20190329, 7,15, 96,  5.10
20190329, 7,20, 98,  5.61
20190329, 7,25,100,  6.12
20190329, 7,30,107,  7.14
20190329, 7,35,112,  5.61
20190329, 7,40,110,  7.14
20190329, 7,45,109,  6.63
20190329, 7,50,106,  6.63
20190329, 7,55,113,  6.63
20190329, 7,60,114,  5.61
20190329, 8, 5, 99,  6.12
20190329, 8,10,101,  6.12
20190329, 8,15,101,  6.12
20190329, 8,20,101,  5.61
20190329, 8,25,100,  5.10
20190329, 8,30,100,  4.59
20190329, 8,35,113,  5.10
20190329, 8,40,110,  5.10
20190329, 8,45,102,  4.59
20190329, 8,50,107,  4.59
20190329, 8,55,114,  4.08
20190329, 8,60,110,  5.10
20190329, 9, 5,101,  4.59
20190329, 9,10,101,  4.59
20190329, 9,15, 98,  4.08
20190329, 9,20, 96,  4.08
20190329, 9,25, 97,  3.57
20190329, 9,30, 94,  4.08
20190329, 9,35,112,  4.08
20190329, 9,40,107,  3.57
20190329, 9,45, 99,  3.06
20190329, 9,50, 91,  3.57
20190329, 9,55,104,  3.57
20190329, 9,60, 97,  3.57
20190329,10, 5, 94,  4.59
20190329,10,10, 88,  3.57
20190329,10,15,114,  3.57
20190329,10,20, 99,  3.06
20190329,10,25,106,  3.57
